,state,year,total_votes,dem_votes,rep_votes,other_votes,green_votes,unemployment_rate,median_income,med_age,bach_per,total_pop,dem_votes_per,rep_votes_per,other_votes_per,green_votes_per,voter_participation
276,MASSACHUSETTS,2020,3658005,2382202.0,1167202.0,42930.0,18658.0,9.3,105300.0,46.0,0.4974443027780089,6994598,0.6512298370286536,0.3190815758863096,0.011735905227029487,0.005100594449706876,0.5229757306996056
277,MICHIGAN,2020,5539302,2804040.0,2649852.0,11311.0,13718.0,10.0,77240.0,48.0,0.4813618623113038,10072703,0.5062081829082437,0.4783729069113762,0.002041954022365995,0.0024764853044661585,0.5499320291683374
278,MINNESOTA,2020,3277171,1717077.0,1484065.0,31020.0,10033.0,6.3,94460.0,45.0,0.523667685442779,5710735,0.5239509930974001,0.4528494240916937,0.009465481050576855,0.0030614819916324173,0.5738615081946544
279,MISSISSIPPI,2020,1313759,539398.0,756764.0,8073.0,1498.0,7.9,54140.0,46.0,0.44046574286667295,2958536,0.41057606455978607,0.5760295457538255,0.0061449626605793,0.001140239572098079,0.4440571282553263
280,MISSOURI,2020,3025962,1253014.0,1718736.0,4060.0,8947.0,6.1,74580.0,46.0,0.5083086014009229,6154744,0.4140878173618836,0.5679965577888949,0.001341722070534924,0.0029567456564226517,0.49164709368903076
281,MONTANA,2020,603640,244786.0,343602.0,,,5.8,68060.0,48.0,0.5440416995301944,1087230,0.40551653303293356,0.569216751706315,,,0.555209109388078
282,NEBRASKA,2020,951712,374583.0,556846.0,,,4.3,,44.0,0.5235780392877938,1963387,0.39358860663730205,0.5850992737298678,,,0.48472970433236034
283,NEVADA,2020,1404911,703314.0,669608.0,17215.0,,13.5,73360.0,48.0,0.5191768327612348,3116967,0.5006110707368652,0.4766195153999079,0.012253445236032745,,0.4507301488915346
284,NEW HAMPSHIRE,2020,803833,424937.0,365660.0,,,6.7,106600.0,50.0,0.4989911680032673,1378756,0.5286384112122792,0.4548954820217632,,,0.5830132380203604
285,NEW JERSEY,2020,4549353,2608335.0,1883274.0,11865.0,14202.0,9.5,102600.0,46.0,0.5537703967416208,9272794,0.5733419675281298,0.41396523857348505,0.0026080631685428675,0.0031217625890978345,0.49061296951059197
286,NEW MEXICO,2020,923965,501614.0,401894.0,3446.0,4426.0,7.9,61060.0,50.0,0.453958261976324,2118606,0.5428928584957222,0.43496669246129455,0.003729578501350159,0.004790224737950031,0.43611931619187333
287,NEW YORK,2020,8661735,5230985.0,3244798.0,92965.0,32753.0,9.8,82350.0,45.0,0.4835429411222525,20105171,0.603918845358349,0.3746129384009093,0.010732838166949232,0.003781344037886174,0.4308212548900977
288,NORTH CAROLINA,2020,5524802,2684292.0,2758773.0,20864.0,12195.0,7.2,72480.0,47.0,0.509252210658332,10449652,0.4858621177736324,0.4993433248829551,0.0037764249288933793,0.0022073189229224865,0.5287067932979969
289,NORTH DAKOTA,2020,361819,114902.0,235595.0,1929.0,,5.0,76900.0,43.0,0.5113321130003208,779563,0.31756762359080093,0.6511404873707572,0.0053313949792575845,,0.46413054493350764
290,OHIO,2020,5922202,2679165.0,3154834.0,20634.0,,8.2,72420.0,47.0,0.5007116274987077,11798905,0.45239338340705026,0.5327130010087464,0.0034841770003792506,,0.5019281026502036
291,OKLAHOMA,2020,1560699,503890.0,1020280.0,11798.0,,6.3,62940.0,47.0,0.5253532696632011,3965415,0.32286174335986634,0.6537327184806295,0.007559433305204912,,0.39357772137342495
292,OREGON,2020,2374321,1340383.0,958448.0,22077.0,11831.0,7.6,92180.0,47.0,0.5172460953527175,4243779,0.5645331865404888,0.4036724604634335,0.009298237264464241,0.004982898268599738,0.5594827157587612
293,PENNSYLVANIA,2020,6915283,3458229.0,3377674.0,,,8.8,84910.0,46.0,0.5021152737951049,12996143,0.5000849567544814,0.4884361204017247,,,0.5321027169368635
294,RHODE ISLAND,2020,517757,307486.0,199922.0,5296.0,,9.2,,48.0,0.5132251212482839,1096530,0.5938809132469479,0.3861309455980315,0.010228736646728099,,0.4721776877969595
295,SOUTH CAROLINA,2020,2513329,1091541.0,1385103.0,1862.0,6907.0,6.0,72380.0,48.0,0.4881066473397919,5132249,0.43430088142061785,0.5511029395674024,0.0007408500836937783,0.002748147974260433,0.4897129893736645
296,SOUTH DAKOTA,2020,422609,150471.0,261043.0,,,4.1,84190.0,45.0,0.5179134824370749,887948,0.3560525213613529,0.6176938967225024,,,0.4759389063323528
297,TENNESSEE,2020,3053851,1143711.0,1852475.0,57665.0,,7.4,65940.0,46.0,0.525587761200527,6927904,0.37451434271023704,0.6066029416628381,0.018882715626924822,,0.44080446264844314
298,TEXAS,2020,11315056,5259126.0,5890347.0,5944.0,33396.0,7.7,82050.0,44.0,0.5471766817141104,29239570,0.4647900991387051,0.5205760360355265,0.0005253177712951664,0.002951465728494848,0.3869775102711839
299,UTAH,2020,1495354,560282.0,865139.0,26433.0,5053.0,4.8,100700.0,42.0,0.5350487388013447,3284077,0.3746818479102607,0.5785512995584992,0.017676750789445174,0.003379132967845741,0.4553346343584514
300,VERMONT,2020,370826,242826.0,112708.0,10374.0,1310.0,5.6,80670.0,51.0,0.517956146046651,642977,0.6548246347343498,0.30393769584656954,0.027975384681764495,0.0035326541288906387,0.576732915796366
301,VIRGINIA,2020,4462600,2413568.0,1962430.0,21841.0,,6.5,98610.0,46.0,0.4988116301691981,8637615,0.5408434544884149,0.4397503697396137,0.004894232062026621,,0.5166472457964381
302,WASHINGTON,2020,4087631,2369612.0,1584651.0,34579.0,18289.0,8.7,97580.0,46.0,0.5114016189311729,7727209,0.5797030113530306,0.3876697774334327,0.008459423074147349,0.00447422969441224,0.5289919038038184
303,WEST VIRGINIA,2020,794652,235984.0,545382.0,,2599.0,8.3,62340.0,48.0,0.4635233503097274,1791646,0.29696521244519614,0.6863155192461606,,0.00327061405495739,0.4435318137623169
304,WISCONSIN,2020,3297352,1630673.0,1610065.0,17034.0,1089.0,6.4,80850.0,47.0,0.511852205360156,5897375,0.4945401643500603,0.488290300823206,0.0051659634761469205,0.00033026501265257695,0.55912198223786
305,WYOMING,2020,278503,73491.0,193559.0,5685.0,,5.9,78500.0,48.0,0.4688629944924095,577681,0.26387866557990397,0.6949978994840271,0.020412706505854514,,0.4821051756938518
306,ALABAMA,2024,2264972,772412.0,1462616.0,25014.0,,3.1,65560.0,,,5157699,0.34102496631304935,0.6457545612042886,0.011043845133626376,,0.43914388955229844
307,ALASKA,2024,338177,140026.0,184458.0,10653.0,,4.6,,,,740133,0.4140612756041954,0.5454480937497228,0.03150125525981956,,0.45691382494767835
308,ARIZONA,2024,4693783,2145165.0,2461122.0,62988.0,,3.6,84700.0,,,7582384,0.4570226190686702,0.5243365532663099,0.013419452923153883,,0.6190378909852099
309,ARKANSAS,2024,2365352,793810.0,1518482.0,41630.0,,3.5,64840.0,,,3088354,0.3355990989924544,0.6419687217800987,0.017599917475284863,,0.7658940652528823
310,CALIFORNIA,2024,15862678,9276179.0,6081697.0,438140.0,,5.3,100600.0,,,39431263,0.5847801361157303,0.3833966118457426,0.02762080904624049,,0.40228683519470326
311,COLORADO,2024,3190873,1728159.0,1377441.0,63834.0,,4.3,106500.0,,,5957493,0.54159441632431,0.4316815492186621,0.020005183534412056,,0.53560667213541
312,CONNECTICUT,2024,1759010,992053.0,736918.0,23310.0,,3.2,99240.0,,,3675069,0.5639837181141665,0.4189390623134604,0.013251772303739036,,0.4786331902884
313,DELAWARE,2024,511697,289758.0,214351.0,5550.0,,3.7,85860.0,,,1051917,0.5662687098028716,0.4189022018890085,0.010846262534273213,,0.4864423714038275
314,DISTRICT OF COLUMBIA,2024,328414,294185.0,21076.0,13153.0,,5.2,104800.0,,,702250,0.8957748451649442,0.06417509606776813,0.04005005876728763,,0.4676596653613386
315,FLORIDA,2024,10893752,4683038.0,6110125.0,68617.0,,3.4,75630.0,,,23372215,0.42988292738810285,0.5608834311631108,0.006298748126448996,,0.466098399317309
316,GEORGIA,2024,5250047,2548017.0,2663117.0,18229.0,,3.5,81210.0,,,11180878,0.4853322265495909,0.5072558398048627,0.003472159392096871,,0.46955587924311487
317,HAWAII,2024,516701,313044.0,193661.0,7263.0,,3.0,98240.0,,,1446146,0.6058513531036325,0.3748028356825321,0.014056485278720188,,0.35729518319727055
318,IDAHO,2024,905057,274972.0,605246.0,20377.0,,3.7,81650.0,,,2001619,0.3038173286323403,0.6687379910878541,0.022514604052562434,,0.45216247447691094
319,ILLINOIS,2024,5633310,3062863.0,2449079.0,117858.0,,5.0,84210.0,,,12710158,0.543705743159883,0.43474955221708017,0.020921625119157298,,0.44321321576018174
320,INDIANA,2024,2936677,1163603.0,1720347.0,32302.0,,4.2,76710.0,,,6924275,0.39623118238743993,0.5858141702339072,0.010999507266205986,,0.4241132826180358
321,IOWA,2024,3347301,1413835.0,1854038.0,64992.0,,3.0,,,,3241488,0.42238059857777954,0.5538904329189398,0.019416240128987503,,1.032643341576461
322,KANSAS,2024,1327591,544853.0,758802.0,16322.0,,3.6,87690.0,,,2970606,0.4104072715166041,0.5715630792917397,0.012294449118742144,,0.4469091491769693
323,KENTUCKY,2024,2074530,704043.0,1337494.0,26571.0,,5.1,64790.0,,,4588372,0.33937470173967116,0.6447214549801642,0.012808202339807088,,0.4521276827598111
324,LOUISIANA,2024,2974974,1133303.0,1799142.0,33434.0,,4.4,60740.0,,,4597740,0.38094551414566985,0.6047588987332326,0.011238417545834014,,0.6470513774158608
325,MAINE,2024,824806,430342.0,376991.0,12220.0,,3.1,90730.0,,,1405012,0.5217493568184518,0.45706626770416314,0.014815605124114034,,0.5870455198959155
326,MARYLAND,2024,3038334,1902577.0,1035550.0,84637.0,,3.0,109700.0,,,6263220,0.6261908664419382,0.34082823020773884,0.02785638445279551,,0.4851073409524174
327,MASSACHUSETTS,2024,3473668,2126518.0,1251303.0,78112.0,,4.0,113900.0,,,7136171,0.6121822810930694,0.3602252719603601,0.022486892817621028,,0.48676916514472535
328,MICHIGAN,2024,5664186,2736533.0,2816636.0,88577.0,,4.7,79460.0,,,10140459,0.48312908509713487,0.49727109950132287,0.015638081094088364,,0.5585729403373161
329,MINNESOTA,2024,3253920,1656979.0,1519032.0,62754.0,,3.0,92350.0,,,5793151,0.5092254880267493,0.46683139106062843,0.019285661602006194,,0.5616839609393921
330,MISSISSIPPI,2024,1228008,466668.0,747744.0,11060.0,,3.2,55980.0,,,2943045,0.3800203256004847,0.6089080852893467,0.009006455984000104,,0.4172576362237071
331,MISSOURI,2024,2995327,1200599.0,1751986.0,18866.0,,3.7,78390.0,,,6245466,0.40082401687695535,0.5849064225708912,0.006298477595267562,,0.4796002411989754
332,MONTANA,2024,602963,231906.0,352079.0,14703.0,,3.0,81920.0,,,1137233,0.38461066433595426,0.583914767572803,0.024384580811757935,,0.5302018144039085
333,NEBRASKA,2024,947159,369995.0,564816.0,5949.0,,2.8,,,,2005465,0.3906366301750815,0.5963264879497528,0.006280888425280233,,0.47228897038841366
334,NEVADA,2024,1484840,705197.0,751205.0,22379.0,,5.6,80590.0,,,3267467,0.47493130572991027,0.505916462379785,0.01507165755232887,,0.45443152142010923
335,NEW HAMPSHIRE,2024,826189,418488.0,395523.0,7753.0,,2.6,111800.0,,,1409032,0.5065281672837572,0.478731864016587,0.009384051349025466,,0.5863521907238445
336,NEW JERSEY,2024,4272725,2220713.0,1968215.0,73297.0,,4.5,103500.0,,,9500851,0.5197416168838388,0.4606463088544196,0.017154626146077736,,0.44972024085000384
337,NEW MEXICO,2024,920922,478802.0,423391.0,15030.0,,4.1,64140.0,,,2130256,0.5199159103594007,0.45974686238356777,0.016320600441731222,,0.4323057886000556
338,NEW YORK,2024,8262495,4619195.0,3578899.0,59063.0,,4.3,86830.0,,,19867248,0.5590557089595818,0.4331499141603111,0.007148325051936491,,0.4158852298013293
339,NORTH CAROLINA,2024,5699141,2715375.0,2898423.0,63218.0,,3.6,67220.0,,,11046024,0.4764533813078146,0.5085719058363357,0.011092548859556203,,0.5159450133369256
340,NORTH DAKOTA,2024,368155,112327.0,246505.0,3096.0,,2.4,88080.0,,,796568,0.3051079029213239,0.669568524127066,0.008409501432820415,,0.46217648712978676
341,OHIO,2024,5767788,2533699.0,3180116.0,25773.0,,4.3,80520.0,,,11883304,0.4392843495634722,0.5513579902728741,0.004468437466841708,,0.48536905224338284
342,OKLAHOMA,2024,3132346,999198.0,2072426.0,42326.0,,3.3,65310.0,,,4095393,0.3189934956099997,0.6616210342024795,0.013512555764912306,,0.7648462552922272
343,OREGON,2024,2244493,1240600.0,919480.0,75352.0,,4.2,89700.0,,,4272371,0.5527306166693324,0.4096604444745428,0.03357194698312715,,0.5253506776448019
344,PENNSYLVANIA,2024,14068412,6846084.0,7086616.0,69076.0,,3.6,80060.0,,,13078751,0.4866280572391539,0.5037253671558666,0.004910006900565608,,1.0756693815793266
345,RHODE ISLAND,2024,511816,283750.0,214291.0,12161.0,,4.3,,,,1112308,0.5543984556950154,0.4186875752223455,0.023760492051831127,,0.46013873855083304
346,SOUTH CAROLINA,2024,7644420,2056904.0,2967494.0,46544.0,,4.1,76780.0,,,5478831,0.26907260459263094,0.3881908634010167,0.0060886241206003855,,1.3952647927997779
347,SOUTH DAKOTA,2024,428922,146859.0,272081.0,7204.0,,1.8,79850.0,,,924669,0.34239092422398476,0.6343367791812964,0.016795594537002065,,0.46386544806844393
348,TENNESSEE,2024,3063942,1056265.0,1966865.0,40812.0,,3.4,75860.0,,,7227750,0.3447405336001791,0.6419393709149847,0.013320095484836201,,0.42391366607865516
349,TEXAS,2024,50534517,8746992.0,11507322.0,18775755.0,,4.1,81490.0,,,31290831,0.17308945487695074,0.2277121200149197,0.3715431771119926,,1.6149944052300815
350,UTAH,2024,1488494,562566.0,883818.0,25208.0,,3.2,104000.0,,,3503613,0.3779430753499846,0.5937665855556018,0.016935237898170905,,0.4248454381234457
351,VERMONT,2024,669861,210938.0,108055.0,11240.0,,2.3,85260.0,,,648493,0.3148981654402928,0.1613095851228837,0.016779600543993457,,1.032950240018011
352,VIRGINIA,2024,4482576,2335395.0,2075085.0,52282.0,,2.9,97720.0,,,8811195,0.520993955261439,0.4629224356709178,0.011663382840580952,,0.5087364426732128
353,WASHINGTON,2024,3924243,2245849.0,1530923.0,131043.0,,4.5,97500.0,,,7958180,0.5723012056083173,0.39011931727979127,0.033393192011809666,,0.4931080975801
354,WEST VIRGINIA,2024,1524780,214309.0,533556.0,11478.0,,4.1,63150.0,,,1769979,0.14055076797964297,0.34992326761893516,0.007527643332152835,,0.8614678479236194
355,WISCONSIN,2024,6845836,1668229.0,1697626.0,46552.0,,3.0,82560.0,,,5960975,0.24368521244154842,0.247979355625814,0.006800046042587056,,1.148442326968323
356,WYOMING,2024,271123,69527.0,192633.0,2695.0,,3.2,78680.0,,,587618,0.256440803620497,0.7105004001873688,0.009940137871003198,,0.4613932861144485
